C.Type,E.Type,C.Env,E.Env,C.Rep,E.Rep,Species,Individual,FrondArea
Derived,Original,7,5,1,A,Lm,4,3.8819
Ancestral,Modified,5,3,2,B,Lm,1,3.8849
Derived,Original,9,5,2,B,Lm,5,3.8893
Derived,Original,3,5,1,A,Rn,4,3.903
Derived,Original,7,5,2,A,Sp,6,3.9051
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Ancestral,Original,5,5,2,A,Sp,2,3.9054
Derived,Original,2,5,1,B,Lm,1,3.9192
Derived,Original,1,5,1,A,Lm,3,3.9209
Derived,Original,3,5,2,A,Sp,8,3.9216
Derived,Modified,8,8,2,A,Lm,5,3.9321
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Ancestral,Original,5,5,1,A,Lm,10,3.9341
Derived,Original,1,5,1,B,Lm,4,3.9404
Derived,Modified,7,7,2,A,Lm,5,3.9411
Derived,Original,6,5,2,B,Lm,6,3.9437
Derived,Original,9,5,1,B,Lm,7,3.9437
Derived,Original,4,5,2,B,Lm,5,3.9503
Derived,Modified,9,9,2,B,Lm,8,3.9506
Derived,Modified,4,4,2,B,Lm,3,3.9548
Derived,Original,9,5,2,A,Lm,1,3.9556
Ancestral,Modified,5,8,1,B,Lm,9,3.9584
Derived,Modified,9,9,2,A,Lm,1,3.967
Ancestral,Modified,5,3,2,B,Lm,7,3.9677
Ancestral,Modified,5,3,2,A,Lm,3,3.9696
Derived,Original,7,5,2,A,Lm,2,3.9732
Derived,Original,1,5,2,A,Rn,9,3.9733
Derived,Modified,6,6,1,B,Lm,3,3.9755
Derived,Modified,6,6,2,A,Lm,2,3.9798
Derived,Modified,1,1,1,B,Lm,1,3.9901
Derived,Modified,6,6,1,A,Sp,2,3.9916
Derived,Original,3,5,1,B,Rn,2,3.9921
Derived,Original,4,5,2,A,Sp,7,3.9942
Derived,Modified,4,4,2,B,Lm,8,3.9964
Derived,Original,1,5,2,A,Lm,5,4.0011
Derived,Original,2,5,2,B,Sp,3,4.0014
Ancestral,Modified,5,3,1,B,Sp,4,4.0086
Ancestral,Modified,5,7,1,B,Sp,6,4.0091
Derived,Original,3,5,1,A,Rn,1,4.0113
Derived,Modified,8,8,2,B,Lm,9,4.0129
Derived,Modified,2,2,1,A,Sp,10,4.015
Derived,Modified,7,7,2,A,Lm,9,4.0173
Derived,Modified,9,9,2,B,Lm,6,4.0211
Derived,Original,3,5,1,B,Rn,4,4.0241
Derived,Modified,2,2,2,B,Lm,1,4.0251
Derived,Modified,1,1,2,B,Lm,5,4.029
Ancestral,Modified,5,1,2,A,Lm,1,4.0292
Ancestral,Modified,5,8,2,A,Lm,4,4.0298
Derived,Original,3,5,1,B,Sp,9,4.0319
Ancestral,Modified,5,7,1,A,Lm,6,4.0336
Derived,Modified,6,6,2,B,Lm,3,4.0355
Derived,Modified,6,6,2,A,Lm,9,4.0429
Derived,Original,6,5,2,B,Sp,5,4.043
Ancestral,Modified,5,1,1,A,Sp,7,4.0449
Derived,Modified,4,4,2,A,Lm,7,4.0547
Derived,Original,3,5,2,A,Sp,10,4.0552
Derived,Original,9,5,2,A,Lm,7,4.0557
Derived,Original,4,5,2,A,Lm,1,4.0567
Derived,Modified,4,4,2,A,Lm,4,4.0611
Derived,Modified,7,7,2,B,Lm,10,4.0632
Derived,Modified,6,6,1,B,Lm,9,4.0642
Ancestral,Modified,5,1,2,A,Lm,3,4.0704
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Ancestral,Original,5,5,1,A,Lm,9,4.0742
Derived,Modified,3,3,1,B,Sp,8,4.0774
Derived,Modified,9,9,2,A,Lm,9,4.0783
Derived,Modified,8,8,2,A,Lm,7,4.079
Derived,Original,2,5,2,B,Sp,6,4.0802
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,B,Lm,4,4.081
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Ancestral,Original,5,5,1,A,Lm,6,4.0812
Derived,Original,1,5,1,B,Sp,5,4.0911
Derived,Original,2,5,2,A,Lm,6,4.0956
Derived,Original,8,5,1,A,Lm,1,4.0958
Derived,Original,4,5,2,B,Sp,2,4.0976
Derived,Modified,2,2,2,A,Lm,2,4.102
Derived,Modified,1,1,1,A,Rn,5,4.104
Derived,Modified,8,8,2,B,Lm,2,4.1057
Derived,Original,8,5,2,B,Lm,5,4.1129
Derived,Modified,1,1,2,A,Sp,2,4.1143
Ancestral,Modified,5,6,2,B,Lm,1,4.1169
Ancestral,Modified,5,2,1,B,Lm,4,4.1183
Ancestral,Modified,5,4,1,B,Sp,7,4.1214
Derived,Modified,8,8,1,A,Lm,1,4.1245
Derived,Original,1,5,2,B,Lm,6,4.1251
Derived,Original,7,5,2,A,Sp,5,4.1274
Derived,Modified,4,4,2,A,Lm,8,4.1294
Derived,Original,6,5,2,A,Lm,4,4.1448
Ancestral,Modified,5,9,1,B,Sp,2,4.1473
Derived,Modified,4,4,1,A,Lm,1,4.1509
Derived,Modified,8,8,2,B,Lm,1,4.1571
Derived,Modified,9,9,1,A,Lm,8,4.1587
Derived,Modified,9,9,1,B,Lm,4,4.1611
Derived,Original,4,5,2,A,Lm,2,4.1625
Derived,Modified,9,9,1,B,Lm,9,4.1627
Derived,Original,4,5,2,B,Lm,8,4.164
Derived,Original,6,5,2,B,Lm,1,4.1655
Derived,Original,9,5,1,B,Lm,2,4.1655
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Ancestral,Original,5,5,1,B,Lm,7,4.1673
Derived,Modified,8,8,1,A,Lm,10,4.1699
Derived,Original,2,5,1,A,Sp,2,4.1769
Derived,Modified,4,4,2,B,Lm,5,4.1783
Derived,Modified,8,8,1,B,Lm,7,4.188
Derived,Modified,3,3,1,B,Sp,5,4.1908
Derived,Modified,3,3,2,B,Sp,5,4.1908
Derived,Modified,3,3,2,A,Lm,1,4.1978
Derived,Modified,8,8,1,A,Lm,4,4.1997
Derived,Original,8,5,2,A,Lm,2,4.2114
Derived,Modified,2,2,2,B,Sp,3,4.2131
Derived,Modified,1,1,2,A,Sp,1,4.231
Derived,Original,1,5,2,B,Sp,4,4.2346
Derived,Modified,6,6,2,A,Sp,6,4.2404
Derived,Modified,4,4,1,A,Sp,4,4.2418
Derived,Modified,4,4,2,A,Lm,9,4.2423
Derived,Original,1,5,1,A,Lm,4,4.244
Derived,Modified,8,8,1,B,Lm,5,4.2445
Ancestral,Modified,5,8,1,B,Lm,1,4.2533
Derived,Modified,9,9,2,B,Lm,3,4.2547
Derived,Original,2,5,2,A,Lm,4,4.2586
Derived,Original,6,5,2,A,Lm,6,4.2587
Derived,Original,7,5,1,A,Lm,5,4.2591
Derived,Modified,3,3,2,B,Sp,10,4.2661
Derived,Modified,4,4,2,A,Lm,2,4.2718
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Ancestral,Original,5,5,1,A,Lm,7,4.2727
Derived,Modified,8,8,1,A,Lm,9,4.2744
Derived,Modified,8,8,2,B,Lm,3,4.2748
Derived,Modified,8,8,2,A,Lm,9,4.2754
Derived,Modified,1,1,1,B,Lm,4,4.2802
Derived,Modified,6,6,2,A,Lm,7,4.2823
Ancestral,Modified,5,9,1,B,Sp,6,4.2931
Derived,Modified,9,9,1,B,Lm,6,4.2934
Derived,Original,8,5,2,A,Lm,8,4.3064
Ancestral,Modified,5,1,1,A,Sp,4,4.3091
Derived,Original,4,5,2,B,Sp,5,4.312
Derived,Original,7,5,2,B,Sp,1,4.3136
Derived,Modified,9,9,2,B,Lm,4,4.3177
Derived,Original,9,5,1,A,Lm,5,4.3188
Derived,Original,3,5,1,A,Rn,5,4.319
Derived,Original,8,5,1,B,Sp,9,4.3215
Derived,Original,7,5,1,B,Sp,3,4.3283
Derived,Original,7,5,2,B,Lm,3,4.3283
Ancestral,Modified,5,2,2,A,Sp,4,4.3321
Ancestral,Modified,5,3,2,A,Sp,1,4.3321
Derived,Original,8,5,2,A,Lm,5,4.3367
Derived,Modified,4,4,2,A,Lm,6,4.3371
Derived,Original,7,5,1,B,Lm,2,4.3429
Derived,Modified,2,2,1,A,Sp,8,4.3435
Derived,Original,6,5,1,A,Lm,3,4.3502
Derived,Modified,9,9,1,A,Lm,7,4.3541
Derived,Modified,8,8,2,B,Lm,6,4.3606
Derived,Modified,8,8,1,A,Lm,5,4.3616
Derived,Modified,4,4,1,A,Sp,5,4.3633
Derived,Modified,8,8,1,A,Lm,7,4.3683
Derived,Modified,2,2,1,A,Lm,3,4.3687
Derived,Modified,1,1,2,A,Lm,3,4.3701
Derived,Original,8,5,2,A,Lm,3,4.3704
Ancestral,Modified,5,6,1,A,Sp,5,4.3761
Derived,Original,3,5,2,A,Sp,5,4.3903
Derived,Original,3,5,2,B,Sp,2,4.3903
Derived,Modified,4,4,2,B,Lm,7,4.4044
Derived,Modified,8,8,2,A,Lm,2,4.4067
Derived,Original,4,5,1,B,Sp,5,4.4073
Derived,Original,6,5,1,A,Lm,4,4.4085
Derived,Original,8,5,2,B,Lm,9,4.4101
Derived,Modified,7,7,2,A,Lm,3,4.4117
Derived,Original,8,5,2,B,Lm,8,4.4156
Derived,Modified,9,9,2,B,Lm,1,4.4168
Derived,Modified,9,9,1,B,Lm,10,4.4261
Derived,Modified,7,7,2,A,Lm,2,4.4269
Derived,Original,6,5,1,B,Lm,2,4.4302
Derived,Original,1,5,2,B,Sp,6,4.434
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Ancestral,Original,5,5,1,A,Lm,2,4.4462
Derived,Modified,1,1,2,A,Rn,9,4.4477
Derived,Original,9,5,2,A,Lm,3,4.4572
Derived,Modified,8,8,2,A,Lm,3,4.4595
Derived,Original,8,5,2,A,Lm,6,4.4634
Derived,Modified,3,3,1,A,Lm,5,4.4644
Ancestral,Modified,5,3,2,B,Lm,8,4.4784
Derived,Modified,8,8,2,A,Lm,1,4.4841
Derived,Modified,7,7,2,B,Lm,5,4.4873
Derived,Modified,1,1,1,A,Lm,2,4.4914
Derived,Original,9,5,2,A,Lm,2,4.4953
Derived,Original,9,5,1,A,Lm,1,4.5144
Derived,Original,6,5,2,B,Lm,10,4.5327
Derived,Original,9,5,1,B,Lm,1,4.5327
Derived,Modified,7,7,2,B,Sp,9,4.5389
Derived,Modified,8,8,2,A,Lm,4,4.5462
Derived,Original,8,5,2,B,Lm,2,4.5494
Derived,Modified,4,4,2,A,Lm,1,4.5498
Derived,Modified,9,9,1,B,Lm,7,4.5554
Derived,Original,6,5,2,B,Lm,8,4.5561
Derived,Original,9,5,1,B,Lm,9,4.5561
Derived,Original,8,5,2,A,Lm,9,4.5573
Ancestral,Modified,5,3,2,B,Lm,6,4.5585
Derived,Original,7,5,2,A,Lm,4,4.5693
Ancestral,Modified,5,3,1,A,Lm,6,4.5868
Derived,Original,6,5,2,B,Lm,7,4.5893
Derived,Original,9,5,1,B,Lm,8,4.5893
Derived,Modified,8,8,1,B,Lm,6,4.5908
Derived,Original,3,5,1,A,Sp,3,4.5914
Derived,Modified,7,7,2,B,Lm,7,4.6006
Derived,Original,3,5,2,B,Rn,6,4.6011
Derived,Original,8,5,2,B,Lm,1,4.6029
Derived,Modified,9,9,1,B,Lm,2,4.6082
Derived,Original,9,5,2,B,Lm,2,4.6159
Derived,Modified,9,9,1,B,Lm,3,4.6205
Derived,Original,2,5,1,A,Sp,6,4.6288
Derived,Original,7,5,1,B,Sp,1,4.6342
Derived,Original,7,5,2,B,Lm,1,4.6342
Ancestral,Modified,5,9,1,A,Lm,9,4.6443
Ancestral,Modified,5,9,1,B,Lm,10,4.65
Derived,Original,8,5,2,A,Lm,1,4.6562
Derived,Modified,9,9,1,B,Lm,8,4.6575
Derived,Modified,9,9,2,B,Lm,2,4.6606
Derived,Original,6,5,1,A,Lm,1,4.6699
Derived,Modified,8,8,2,A,Lm,6,4.68
Derived,Modified,7,7,2,B,Lm,4,4.6875
Derived,Original,7,5,2,A,Lm,6,4.6891
Derived,Original,2,5,2,B,Lm,8,4.7025
Derived,Modified,7,7,2,A,Lm,8,4.7119
Derived,Modified,8,8,2,B,Lm,10,4.7154
Derived,Modified,3,3,1,B,Sp,9,4.7187
Derived,Modified,3,3,2,B,Sp,9,4.7187
Derived,Modified,9,9,2,B,Lm,7,4.7236
Derived,Original,7,5,1,A,Sp,1,4.7248
Derived,Modified,9,9,2,B,Lm,5,4.7378
Derived,Modified,8,8,1,A,Lm,2,4.7531
Derived,Modified,4,4,2,B,Lm,2,4.7569
Derived,Original,4,5,1,A,Sp,2,4.7644
Derived,Original,7,5,2,A,Lm,3,4.7675
Derived,Original,1,5,1,A,Sp,7,4.7693
Derived,Modified,9,9,1,B,Lm,5,4.7703
Derived,Modified,4,4,2,B,Sp,1,4.7805
Derived,Original,3,5,2,B,Sp,5,4.782
Ancestral,Modified,5,2,1,B,Sp,4,4.79
Ancestral,Modified,5,2,1,A,Sp,3,4.7963
Derived,Original,6,5,1,A,Lm,6,4.8142
Derived,Modified,6,6,2,A,Sp,5,4.8275
Derived,Modified,9,9,2,A,Lm,5,4.8303
Derived,Modified,8,8,2,A,Lm,8,4.8355
Derived,Modified,7,7,2,B,Lm,1,4.8381
Derived,Original,7,5,2,A,Lm,1,4.8676
Derived,Original,9,5,2,B,Lm,1,4.8835
Derived,Modified,7,7,2,A,Lm,6,4.8837
Derived,Original,6,5,1,B,Sp,5,4.884
Derived,Modified,7,7,2,B,Sp,1,4.8906
Derived,Original,3,5,2,B,Sp,4,4.9013
Ancestral,Modified,5,7,1,A,Lm,5,4.9062
Derived,Original,3,5,2,B,Sp,1,4.912
Derived,Modified,2,2,1,B,Sp,8,4.9123
Ancestral,Modified,5,3,2,A,Sp,5,4.9212
Derived,Original,1,5,2,B,Sp,9,4.9561
Derived,Modified,4,4,1,B,Sp,3,4.9571
Derived,Original,1,5,1,A,Rn,9,4.9617
Derived,Original,2,5,1,B,Sp,4,4.9732
Derived,Original,9,5,1,A,Lm,2,4.9835
Derived,Original,7,5,1,B,Sp,8,4.9839
Derived,Original,7,5,2,B,Lm,8,4.9839
Derived,Modified,8,8,2,B,Lm,8,4.9922
Derived,Original,8,5,2,B,Lm,3,5.0144
Derived,Modified,9,9,2,B,Lm,9,5.0169
Derived,Original,6,5,1,B,Lm,3,5.031
Ancestral,Modified,5,1,1,B,Sp,4,5.0393
Derived,Modified,3,3,2,B,Sp,8,5.0441
Derived,Modified,2,2,2,B,Sp,6,5.0505
Derived,Modified,9,9,1,A,Lm,1,5.064
Derived,Original,3,5,1,A,Sp,5,5.0729
Derived,Original,1,5,2,B,Sp,8,5.0768
Derived,Original,9,5,1,A,Lm,4,5.0808
Derived,Original,2,5,2,B,Sp,9,5.0925
Ancestral,Modified,5,6,2,B,Sp,3,5.0934
Derived,Original,1,5,1,A,Sp,9,5.0947
Derived,Original,3,5,1,B,Sp,6,5.0995
Derived,Original,1,5,1,B,Sp,6,5.1092
Derived,Original,1,5,1,B,Sp,3,5.1413
Derived,Original,3,5,1,B,Sp,2,5.1569
Ancestral,Modified,5,3,2,B,Lm,2,5.1663
Derived,Original,1,5,1,A,Sp,6,5.1689
Ancestral,Modified,5,8,1,B,Sp,2,5.1902
Derived,Modified,9,9,2,B,Sp,5,5.2014
Ancestral,Modified,5,9,1,B,Sp,4,5.2065
Derived,Original,6,5,2,B,Lm,2,5.2084
Ancestral,Modified,5,6,2,B,Lm,2,5.2084
Derived,Original,9,5,1,B,Lm,3,5.2084
Derived,Original,3,5,1,B,Rn,6,5.2149
Derived,Modified,9,9,2,A,Lm,4,5.2209
Derived,Modified,2,2,1,B,Sp,9,5.2211
Derived,Modified,1,1,2,A,Sp,7,5.2308
Ancestral,Modified,5,6,1,A,Sp,6,5.2387
Derived,Original,3,5,2,A,Sp,3,5.2406
Derived,Original,3,5,2,B,Sp,3,5.2406
Derived,Original,7,5,1,B,Sp,5,5.2487
Derived,Original,7,5,2,B,Lm,5,5.2487
Ancestral,Modified,5,3,1,B,Lm,4,5.2545
Derived,Modified,7,7,2,A,Lm,10,5.2627
Derived,Modified,4,4,1,A,Sp,2,5.2685
Ancestral,Modified,5,8,1,B,Sp,5,5.2754
Derived,Modified,2,2,1,A,Sp,5,5.2777
Derived,Original,1,5,2,A,Sp,7,5.2918
Ancestral,Modified,5,2,2,B,Sp,9,5.3213
Ancestral,Modified,5,4,2,B,Sp,4,5.3264
Derived,Modified,1,1,2,A,Sp,8,5.3292
Derived,Original,3,5,2,B,Sp,8,5.3371
Derived,Original,9,5,1,A,Lm,3,5.351
Derived,Modified,3,3,1,B,Sp,10,5.3661
Ancestral,Modified,5,8,1,A,Sp,1,5.3798
Derived,Original,2,5,1,A,Sp,4,5.3824
Derived,Original,3,5,2,A,Sp,7,5.3839
Derived,Original,3,5,2,A,Sp,6,5.401
Derived,Original,1,5,1,A,Sp,8,5.4021
Derived,Modified,2,2,2,B,Sp,2,5.4103
Derived,Modified,1,1,1,A,Rn,8,5.4158
Ancestral,Modified,5,4,2,A,Sp,3,5.4204
Derived,Modified,2,2,1,A,Sp,6,5.4229
Ancestral,Modified,5,4,2,B,Sp,2,5.4309
Derived,Original,4,5,1,B,Sp,4,5.4647
Derived,Original,9,5,1,A,Lm,7,5.4737
Derived,Original,1,5,2,A,Rn,5,5.4779
Derived,Original,3,5,2,B,Sp,10,5.482
Ancestral,Modified,5,2,1,B,Sp,2,5.4827
Derived,Original,1,5,1,B,Sp,1,5.5104
Derived,Modified,9,9,2,B,Sp,9,5.5359
Ancestral,Modified,5,9,1,B,Sp,7,5.5525
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Ancestral,Original,5,5,1,B,Sp,9,5.5581
Derived,Original,1,5,2,A,Sp,4,5.559
Derived,Modified,1,1,2,A,Sp,3,5.5622
Derived,Modified,9,9,2,A,Lm,3,5.5861
Ancestral,Modified,5,2,1,A,Sp,2,5.5867
Derived,Original,2,5,2,B,Sp,2,5.5991
Derived,Original,7,5,2,A,Lm,5,5.6122
Ancestral,Modified,5,9,1,A,Sp,8,5.6285
Derived,Original,7,5,1,B,Sp,4,5.646
Derived,Original,7,5,2,B,Lm,4,5.646
Derived,Original,2,5,2,A,Sp,5,5.6554
Derived,Original,4,5,1,B,Sp,7,5.6805
Derived,Modified,7,7,2,A,Lm,1,5.6919
Ancestral,Modified,5,3,2,A,Lm,7,5.6935
Derived,Original,7,5,1,B,Sp,6,5.7301
Derived,Original,7,5,2,B,Lm,6,5.7301
Derived,Original,3,5,2,A,Sp,9,5.7306
Ancestral,Modified,5,6,2,A,Sp,5,5.7449
Derived,Modified,4,4,1,A,Sp,3,5.7545
Derived,Modified,2,2,2,A,Sp,4,5.7705
Derived,Original,3,5,2,B,Sp,9,5.7812
Derived,Modified,4,4,1,A,Sp,8,5.7834
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Ancestral,Original,5,5,2,B,Sp,4,5.7883
Derived,Original,3,5,2,B,Sp,6,5.7902
Derived,Original,4,5,1,B,Sp,2,5.8122
Ancestral,Modified,5,1,2,B,Sp,10,5.8142
Derived,Original,1,5,1,A,Sp,1,5.8183
Derived,Original,1,5,1,A,Sp,3,5.8215
Derived,Original,7,5,2,A,Lm,9,5.8511
Derived,Modified,9,9,2,A,Lm,6,5.8596
Derived,Original,7,5,1,B,Sp,7,5.8621
Derived,Original,7,5,2,B,Lm,7,5.8621
Derived,Modified,4,4,2,A,Sp,3,5.8681
Ancestral,Modified,5,7,1,B,Sp,5,5.8711
Derived,Original,3,5,1,B,Sp,8,5.8729
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Ancestral,Original,5,5,2,B,Sp,2,5.8945
Derived,Original,1,5,2,B,Rn,8,5.8986
Derived,Modified,1,1,2,B,Rn,10,5.8988
Derived,Original,4,5,2,A,Sp,5,5.9065
Derived,Modified,2,2,1,B,Sp,4,5.9148
Derived,Modified,1,1,1,B,Rn,6,5.9197
Derived,Original,7,5,1,B,Sp,10,5.9266
Derived,Original,7,5,2,B,Lm,10,5.9266
Derived,Original,4,5,2,A,Sp,3,5.9367
Derived,Original,4,5,1,B,Sp,9,5.949
Derived,Original,2,5,1,B,Sp,9,5.9517
Derived,Modified,1,1,1,B,Rn,4,5.9559
Derived,Original,2,5,1,A,Sp,1,5.9575
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,2,A,Sp,4,5.9576
Ancestral,Original,5,5,1,B,Sp,6,5.982
Ancestral,Original,5,5,1,B,Sp,6,5.982
Ancestral,Original,5,5,1,B,Sp,6,5.982
Ancestral,Original,5,5,1,B,Sp,6,5.982
Ancestral,Original,5,5,1,B,Sp,6,5.982
Ancestral,Original,5,5,1,B,Sp,6,5.982
Ancestral,Original,5,5,1,B,Sp,6,5.982
Ancestral,Original,5,5,1,B,Sp,6,5.982
Derived,Modified,4,4,1,B,Sp,2,5.987
Ancestral,Modified,5,2,1,B,Sp,3,5.9963
Derived,Modified,4,4,1,B,Sp,4,6.0064
Derived,Modified,2,2,1,B,Sp,10,6.0093
Ancestral,Modified,5,1,2,A,Sp,10,6.0112
Derived,Modified,6,6,1,B,Sp,3,6.0112
Derived,Original,4,5,2,B,Sp,6,6.012
Ancestral,Modified,5,1,2,A,Sp,7,6.0122
Ancestral,Modified,5,6,2,B,Sp,10,6.0123
Derived,Original,3,5,2,B,Sp,7,6.0188
Ancestral,Modified,5,2,2,B,Sp,1,6.0212
Derived,Modified,6,6,2,B,Sp,3,6.0299
Derived,Original,1,5,1,B,Sp,2,6.0369
Derived,Original,1,5,1,A,Sp,2,6.0374
Derived,Modified,1,1,2,A,Sp,5,6.0413
Derived,Original,4,5,1,B,Sp,3,6.0489
Derived,Modified,2,2,1,A,Sp,3,6.0822
Derived,Modified,2,2,1,B,Sp,7,6.0912
Derived,Original,3,5,2,A,Sp,4,6.1071
Derived,Original,3,5,2,B,Rn,3,6.1116
Derived,Modified,1,1,2,A,Rn,6,6.1181
Derived,Original,1,5,2,A,Rn,1,6.1238
Ancestral,Modified,5,1,1,B,Sp,3,6.1272
Derived,Modified,1,1,1,B,Rn,1,6.1289
Derived,Modified,6,6,2,A,Sp,4,6.1314
Ancestral,Modified,5,2,1,A,Sp,5,6.1372
Derived,Original,3,5,1,B,Sp,3,6.1459
Derived,Modified,4,4,1,A,Sp,10,6.1542
Derived,Modified,1,1,1,A,Rn,1,6.1585
Derived,Original,7,5,2,B,Sp,2,6.1713
Derived,Original,1,5,2,A,Sp,9,6.1999
Derived,Original,1,5,1,A,Sp,4,6.2058
Derived,Original,3,5,1,B,Rn,3,6.2236
Derived,Original,2,5,2,B,Sp,5,6.227
Ancestral,Modified,5,3,2,B,Sp,7,6.234
Ancestral,Modified,5,1,2,B,Sp,7,6.2442
Derived,Original,4,5,1,B,Sp,10,6.2555
Ancestral,Modified,5,8,1,B,Sp,6,6.256
Derived,Original,2,5,1,B,Sp,6,6.2595
Derived,Modified,1,1,2,B,Rn,2,6.2608
Derived,Modified,1,1,2,A,Rn,7,6.2643
Derived,Modified,9,9,2,A,Lm,7,6.2686
Ancestral,Modified,5,2,2,A,Sp,1,6.2762
Derived,Original,6,5,1,A,Sp,8,6.2982
Ancestral,Modified,5,2,2,A,Sp,5,6.3009
Ancestral,Modified,5,3,2,B,Sp,1,6.3092
Derived,Original,6,5,1,A,Sp,6,6.3101
Ancestral,Modified,5,3,2,B,Lm,9,6.3332
Derived,Modified,2,2,1,B,Sp,1,6.3451
Derived,Modified,1,1,2,A,Sp,9,6.358
Derived,Modified,1,1,1,B,Rn,10,6.3594
Derived,Modified,3,3,1,B,Sp,4,6.3636
Derived,Modified,3,3,2,B,Sp,4,6.3636
Derived,Modified,2,2,2,A,Rn,7,6.3725
Derived,Original,4,5,1,A,Sp,3,6.3741
Ancestral,Modified,5,1,2,B,Sp,4,6.3781
